name_firm,street_name,category
Сервисный центр Stihl,ул. Украинская 24А ,Ремонт садовой техники
Велопарковка,ул. Песина 80 ,Велопарковка
Заборы из металлопрофиля,ул. Чапаева 2 ,Стройматериалы
Fix Price,ул. Речицкий проспект 106А ,Товары для дома и дачи
Трэйд,ул. Пролетарская 69 ,Системы охраны
Грузовая мойка,ул. Борисенко 16/3 ,Автомобили
Проект-А,ул. Нижнебрилёвская 87 ,Строительство
ПолиРесТорг,ул. 50 лет БССР 29 ,Производство и поставки
Марченко Д. М. ИП,ул. Мазурова 117 ,Бурение
Вартасць,ул. 1-я Светлая 62А ,Мебель на заказ
Престиж,ул. Мозырская 8 ,Услуги дизайн интерьеров
Хрустальная Нимфа,ул. Речицкий проспект 24 ,Бизнес
Тото,ул. 60 лет СССР 14 (Индекс: 246049),Уход за внешностью
Комаринский лесхоз,ул. Тельмана 24 ,Производство и поставки
Аварийно-Спасательная Часть № 4,ул. М.Г. Ефремова 1А ,Безопасность
Vape Club,ул. Красноармейская 3 ,Товары для дома и дачи
Ofisnaya Liga,ул. Гагарина 49 ,Мебель для офиса
Отделение по гражданству и миграции ОВД администрации Новобелицкого района г. Гомеля,ул. Степана Разина 9 ,Государство
Стройтрест,ул. 2-я Витебская 30 ,Строительство
На горке,ул. Д.Н. Пенязькова 21 (Индекс: 246029),Обучение на компьютере
Просто одежда,ул. М.Г. Ефремова 16Б ,Магазины секонд-хенд
Мажор,ул. Советская 60 ,Товары для дома и дачи
Парикмахерская,ул. Дворникова 11 ,Уход за внешностью
Пункт Таможенного Оформления Гомель-СЭЗ,ул. Федюнинского 29 ,Таможня
Элкон Бел,ул. Кирова 20 ,Лакокрасочные материалы
Велопарковка,ул. Быховская 109 ,Велопарковка
Ivva,ул. Хатаевича 9 ,Товары для рыбалки
Сэлмакс Групп ПК,ул. Междугородняя 7 ,Производство и поставки
Veloline.by,ул. Ландышева 62 ,Спорт
Табакерка,ул. М.Г. Ефремова 16 ,Товары для дома и дачи
Beauty room,ул. Комсомольская 1 ,Уход за внешностью
Лисица,ул. Братьев Лизюковых 8 (Индекс: 246029),Уход за внешностью
